ticket_id,created_at,customer_id,department,city_x,state_x,device_type,os,browser,network_type,historical_tickets,sla_hours,resolution_time_hours,title,description,image_path,image_width,image_height,priority,status,assigned_team,has_attachment,sentiment_score,num_words,num_images_x,latitude,longitude,company,segment,employees,city_y,state_y,contract_type,customer_since,vip,monthly_revenue,num_events,last_event_date,event_types,num_abertura,num_updates,num_encerramento,num_images_y,target_category
4441,2025-02-22T10:17:00,6562,RH,Belo Horizonte,SP,Notebook,Windows,Firefox,WiFi,36,4,31,Relatório financeiro não não liga corretamente.,Relatório financeiro não não liga corretamente.,images/finance_report.png,738,414,Baixa,Fechado,N2,0,-0.014,6,0,-33.311293,-51.612119,,,,,,,,,,0,,,0,0,0,,Financeiro
4442,2025-02-22T10:34:00,4661,RH,Belo Horizonte,RJ,Notebook,Android,Edge,WiFi,16,8,60,O usuário não consegue exportar dados devido a superaquece.,O usuário não consegue exportar dados devido a superaquece.,images/default_hr.png,612,408,Crítica,Fechado,Infra,1,0.551,3,0,-23.422702,-51.714673,,,,,,,,,,0,,,0,0,0,,RH
4443,2025-02-22T10:51:00,1518,Operações,Curitiba,MG,Mobile,Android,Chrome,5G,2,24,58,O módulo financeiro congela ao imprimir.,O módulo financeiro congela ao imprimir.,images/finance_report.png,738,414,Alta,Aberto,N2,0,0.578,6,3,-26.008297,-48.21886,,,,,,,,,,0,,,0,0,0,,Financeiro
4444,2025-02-22T11:08:00,3856,Operações,Campinas,PR,Desktop,Linux,Firefox,WiFi,13,4,60,Problema de login: não liga ao imprimir.,Problema de login: não liga ao imprimir.,images/login.png,500,333,Baixa,Fechado,Infra,1,-0.887,5,3,-24.615148,-52.698103,,,,,,,,,,0,,,0,0,0,,Acesso
4445,2025-02-22T11:25:00,8551,TI,Campinas,BA,Mobile,Windows,Safari,WiFi,19,48,5,Falha no CRM: não funciona ao tentar abrir documento.,Falha no CRM: não funciona ao tentar abrir documento.,images/browser.png,500,333,Baixa,Em andamento,Infra,0,-0.928,7,0,-29.851819,-47.689567,,,,,,,,,,0,,,0,0,0,,Software
4446,2025-02-22T11:42:00,5568,RH,São Paulo,BA,Desktop,Linux,Edge,WiFi,12,48,46,"Rede instável, fica lento ao acessar servidor de arquivos.","Rede instável, fica lento ao acessar servidor de arquivos.",images/network.png,500,342,Média,Fechado,Infra,1,0.096,3,3,-32.144342,-51.567653,,,,,,,,,,0,,,0,0,0,,Rede
4447,2025-02-22T11:59:00,6738,RH,São Paulo,MG,Desktop,iOS,Firefox,4G,31,4,15,O usuário relata sem resposta ao tentar acessar sistema de r...,O usuário relata sem resposta ao tentar acessar sistema de recrutamento.,images/recruitment.png,500,333,Baixa,Em andamento,N1,1,-0.542,3,2,-28.441193,-51.570326,,,,,,,,,,0,,,0,0,0,,Acesso
4448,2025-02-22T12:16:00,8478,RH,Campinas,SP,Mobile,Linux,Chrome,WiFi,34,12,45,O Sistema de tesouraria exibe mensagem de erro ao gerar rela...,O Sistema de tesouraria exibe mensagem de erro ao gerar relatório.,images/finance_report.png,738,414,Média,Em andamento,N1,1,-0.209,5,2,-26.603978,-46.946419,,,,,,,,,,0,,,0,0,0,,Financeiro
4449,2025-02-22T12:33:00,8202,Financeiro,Belo Horizonte,RJ,Desktop,Windows,Safari,4G,34,24,35,O usuário não consegue gerar relatório devido a fica lento.,O usuário não consegue gerar relatório devido a fica lento.,images/finance_report.png,738,414,Crítica,Aberto,Aplicações,0,-0.831,6,3,-27.832739,-43.582292,,,,,,,,,,0,,,0,0,0,,Acesso
4450,2025-02-22T12:50:00,7738,Financeiro,Curitiba,RS,Desktop,Android,Edge,5G,14,12,36,Problema de conectividade: congela durante executar consulta...,Problema de conectividade: congela durante executar consulta.,images/finance_report.png,738,414,Média,Aberto,N1,1,-0.619,4,3,-31.161399,-48.348339,,,,,,,,,,0,,,0,0,0,,Rede
4451,2025-02-22T13:07:00,3650,TI,Santos,PR,Mobile,iOS,Edge,WiFi,9,24,63,"Rede instável, emite beep ao acessar VPN.","Rede instável, emite beep ao acessar VPN.",images/vpn.png,500,333,Média,Fechado,Aplicações,1,0.332,6,1,-28.48847,-52.689086,,,,,,,,,,0,,,0,0,0,,Rede
4452,2025-02-22T13:24:00,3826,Financeiro,São Paulo,BA,Desktop,Linux,Edge,Cabo,9,12,37,"Rede instável, falha ao acessar internet.","Rede instável, falha ao acessar internet.",images/network.png,500,342,Alta,Em andamento,N2,0,-0.358,6,3,-29.474289,-48.158619,,,,,,,,,,0,,,0,0,0,,Rede
4453,2025-02-22T13:41:00,7433,RH,Campinas,PR,Mobile,iOS,Safari,5G,6,48,59,Erro no Sistema de contabilidade durante fazer login.,Erro no Sistema de contabilidade durante fazer login.,images/login.png,500,333,Crítica,Aberto,N1,0,-0.536,3,1,-23.489685,-45.989958,,,,,,,,,,0,,,0,0,0,,Financeiro
4454,2025-02-22T13:58:00,3648,RH,Curitiba,PR,Desktop,Linux,Firefox,Cabo,10,48,1,O usuário relata perda de dados ao tentar acessar sistema de...,O usuário relata perda de dados ao tentar acessar sistema de recrutamento.,images/recruitment.png,500,333,Média,Fechado,Aplicações,0,0.111,4,0,-27.595971,-49.909438,,,,,,,,,,0,,,0,0,0,,Acesso
4455,2025-02-22T14:15:00,5350,RH,Curitiba,BA,Mobile,iOS,Chrome,WiFi,6,24,23,Problema de login: reinicia sozinho ao fazer login.,Problema de login: reinicia sozinho ao fazer login.,images/login.png,500,333,Alta,Fechado,N2,0,0.194,4,1,-30.642742,-43.804157,,,,,,,,,,0,,,0,0,0,,Acesso
4456,2025-02-22T14:32:00,7589,RH,São Paulo,RS,Mobile,Linux,Safari,WiFi,25,8,21,O usuário relatou que o fonte congela durante o salvamento.,O usuário relatou que o fonte congela durante o salvamento.,images/power_supply.png,500,375,Alta,Fechado,N1,0,0.48,7,3,-32.793121,-48.772894,,,,,,,,,,0,,,0,0,0,,Hardware
4457,2025-02-22T14:49:00,4616,Operações,Belo Horizonte,MG,Desktop,iOS,Edge,5G,1,4,12,O Word apresenta tela preta e não exportar dados.,O Word apresenta tela preta e não exportar dados.,images/office.png,500,333,Alta,Aberto,Aplicações,1,-0.986,6,1,-27.929103,-47.476598,,,,,,,,,,0,,,0,0,0,,Software
4458,2025-02-22T15:06:00,1774,Operações,Curitiba,PR,Mobile,Android,Chrome,5G,23,4,61,"Rede instável, não liga ao acessar intranet.","Rede instável, não liga ao acessar intranet.",images/network.png,500,342,Média,Em andamento,Aplicações,0,0.075,5,2,-28.806516,-52.454019,,,,,,,,,,0,,,0,0,0,,Rede
4459,2025-02-22T15:23:00,6866,Operações,Campinas,MG,Desktop,Android,Chrome,WiFi,36,4,42,Problema de hardware: o mouse fica lento inesperadamente.,Problema de hardware: o mouse fica lento inesperadamente.,images/mouse.png,500,335,Alta,Em andamento,N1,0,0.797,4,2,-30.961179,-44.477501,,,,,,,,,,0,,,0,0,0,,Hardware
4460,2025-02-22T15:40:00,4771,Financeiro,São Paulo,RS,Desktop,iOS,Chrome,WiFi,25,12,66,O usuário não consegue abrir documento devido a reinicia soz...,O usuário não consegue abrir documento devido a reinicia sozinho.,images/default_access.png,191,165,Crítica,Aberto,N2,1,0.207,6,0,-29.381019,-47.775297,,,,,,,,,,0,,,0,0,0,,Acesso
4461,2025-02-22T15:57:00,9150,Operações,Belo Horizonte,SP,Desktop,iOS,Edge,Cabo,40,48,40,O acesso ao sistema de ponto está bloqueado por emite beep.,O acesso ao sistema de ponto está bloqueado por emite beep.,images/access_denied.png,612,408,Crítica,Aberto,Aplicações,0,0.172,4,3,-24.344116,-44.359586,,,,,,,,,,0,,,0,0,0,,Acesso
4462,2025-02-22T16:14:00,3168,RH,Curitiba,RS,Desktop,iOS,Firefox,4G,16,48,50,Falha crítica no monitor: não funciona com mensagem de erro.,Falha crítica no monitor: não funciona com mensagem de erro.,images/monitor.png,500,394,Alta,Em andamento,N2,1,0.59,4,2,-30.440233,-49.887941,,,,,,,,,,0,,,0,0,0,,Hardware
4463,2025-02-22T16:31:00,9528,Financeiro,Campinas,RJ,Mobile,iOS,Safari,4G,40,24,48,Problema de conectividade: congela durante importar dados.,Problema de conectividade: congela durante importar dados.,images/default_network.png,500,333,Média,Aberto,N2,1,-0.806,6,2,-27.67038,-47.303786,,,,,,,,,,0,,,0,0,0,,Rede
4464,2025-02-22T16:48:00,6432,Financeiro,Campinas,PR,Mobile,Linux,Chrome,4G,36,12,3,Problema de login: superaquece ao imprimir.,Problema de login: superaquece ao imprimir.,images/login.png,500,333,Baixa,Em andamento,N2,1,0.007,5,2,-30.645537,-50.427766,,,,,,,,,,0,,,0,0,0,,Acesso
4465,2025-02-22T17:05:00,9595,Financeiro,Belo Horizonte,BA,Mobile,Android,Firefox,4G,11,12,53,"Rede instável, apresenta erro ao acessar internet.","Rede instável, apresenta erro ao acessar internet.",images/network.png,500,342,Crítica,Em andamento,Aplicações,0,0.198,7,0,-24.771662,-51.183129,,,,,,,,,,0,,,0,0,0,,Rede
4466,2025-02-22T17:22:00,9478,Operações,Campinas,MG,Desktop,Android,Firefox,4G,33,12,27,Falha de rede: perda de dados ao tentar salvar arquivo.,Falha de rede: perda de dados ao tentar salvar arquivo.,images/network.png,500,342,Baixa,Em andamento,N1,0,0.237,7,1,-24.577254,-49.596975,,,,,,,,,,0,,,0,0,0,,Rede
4467,2025-02-22T17:39:00,7577,Operações,Belo Horizonte,RS,Notebook,iOS,Edge,Cabo,5,48,31,Problema de login: congela ao fazer login.,Problema de login: congela ao fazer login.,images/login.png,500,333,Alta,Fechado,Aplicações,1,0.478,3,1,-27.043153,-48.41949,,,,,,,,,,0,,,0,0,0,,Acesso
4468,2025-02-22T17:56:00,4252,RH,Belo Horizonte,SP,Desktop,Windows,Edge,Cabo,19,8,1,O módulo financeiro superaquece ao importar dados.,O módulo financeiro superaquece ao importar dados.,images/finance_report.png,738,414,Média,Em andamento,N2,1,0.718,4,3,-28.054348,-44.106377,,,,,,,,,,0,,,0,0,0,,Financeiro
4469,2025-02-22T18:13:00,1693,TI,Curitiba,BA,Desktop,Linux,Firefox,Cabo,39,24,72,O Módulo de notas fiscais exibe perda de dados ao gerar rela...,O Módulo de notas fiscais exibe perda de dados ao gerar relatório.,images/finance_report.png,738,414,Baixa,Fechado,Infra,1,-0.239,5,3,-32.098715,-51.271412,,,,,,,,,,0,,,0,0,0,,Financeiro
4470,2025-02-22T18:30:00,2677,RH,Santos,BA,Notebook,Android,Firefox,WiFi,5,48,25,Falha no sistema de RH ao tentar executar consulta.,Falha no sistema de RH ao tentar executar consulta.,images/finance_report.png,738,414,Alta,Aberto,Infra,1,0.418,6,3,-26.065636,-43.39348,,,,,,,,,,0,,,0,0,0,,RH
4471,2025-02-22T18:47:00,6121,RH,Curitiba,RJ,Mobile,Android,Firefox,4G,14,4,23,Falha de rede: sem resposta ao tentar importar dados.,Falha de rede: sem resposta ao tentar importar dados.,images/network.png,500,342,Média,Em andamento,N2,0,-0.391,6,3,-29.329215,-44.775744,,,,,,,,,,0,,,0,0,0,,Rede
4472,2025-02-22T19:04:00,1896,TI,Belo Horizonte,RJ,Mobile,Android,Edge,WiFi,14,48,8,O Sistema de tesouraria exibe perda de dados ao gerar relató...,O Sistema de tesouraria exibe perda de dados ao gerar relatório.,images/finance_report.png,738,414,Média,Aberto,Infra,0,-0.625,4,2,-30.162373,-52.553752,,,,,,,,,,0,,,0,0,0,,Financeiro
4473,2025-02-22T19:21:00,3285,Operações,Campinas,BA,Mobile,Android,Firefox,WiFi,14,8,53,O usuário relatou que o HD emite beep durante o inicializaçã...,O usuário relatou que o HD emite beep durante o inicialização.,images/hard_drive.png,500,334,Crítica,Aberto,N1,1,-0.164,5,0,-32.374562,-45.009375,,,,,,,,,,0,,,0,0,0,,Hardware
4474,2025-02-22T19:38:00,6030,Operações,Campinas,RS,Mobile,Linux,Firefox,4G,20,24,38,Falha crítica no placa-mãe: congela com tela preta.,Falha crítica no placa-mãe: congela com tela preta.,images/motherboard.png,612,408,Média,Em andamento,Aplicações,0,-0.258,6,1,-29.726776,-52.33028,,,,,,,,,,0,,,0,0,0,,Hardware
4475,2025-02-22T19:55:00,8573,RH,Belo Horizonte,PR,Mobile,iOS,Chrome,WiFi,15,4,13,O sistema Sistema de Notas Fiscais exibe apresenta erro ao g...,O sistema Sistema de Notas Fiscais exibe apresenta erro ao gerar relatório.,images/finance_report.png,738,414,Crítica,Em andamento,Infra,0,0.75,3,2,-23.613544,-44.39755,,,,,,,,,,0,,,0,0,0,,Software
4476,2025-02-22T20:12:00,7984,Operações,Curitiba,PR,Notebook,Windows,Edge,4G,33,48,7,Relatório financeiro não não funciona corretamente.,Relatório financeiro não não funciona corretamente.,images/finance_report.png,738,414,Baixa,Fechado,N2,1,0.829,5,1,-24.681064,-52.474713,,,,,,,,,,0,,,0,0,0,,Financeiro
4477,2025-02-22T20:29:00,8529,TI,Curitiba,RS,Mobile,Android,Firefox,WiFi,33,12,50,O usuário relatou que o memória emite beep durante o acesso ...,O usuário relatou que o memória emite beep durante o acesso à rede.,images/network.png,500,342,Alta,Em andamento,Infra,1,0.985,6,2,-28.140045,-45.86517,,,,,,,,,,0,,,0,0,0,,Hardware
4478,2025-02-22T20:46:00,6415,Financeiro,São Paulo,BA,Notebook,Android,Safari,WiFi,9,8,38,O ERP exibe mensagem de erro ao gerar relatório.,O ERP exibe mensagem de erro ao gerar relatório.,images/sap_erp.png,612,344,Crítica,Aberto,Aplicações,1,0.556,6,1,-33.654011,-49.628006,,,,,,,,,,0,,,0,0,0,,Financeiro
4479,2025-02-22T21:03:00,9877,TI,São Paulo,MG,Mobile,Android,Chrome,Cabo,12,12,13,O usuário não consegue abrir documento devido a apresenta er...,O usuário não consegue abrir documento devido a apresenta erro.,images/default_access.png,191,165,Baixa,Fechado,N1,1,-0.899,4,1,-31.098531,-44.792089,,,,,,,,,,0,,,0,0,0,,Acesso
4480,2025-02-22T21:20:00,8684,Financeiro,Curitiba,PR,Desktop,iOS,Chrome,WiFi,3,8,17,O usuário não consegue salvar arquivo devido a superaquece.,O usuário não consegue salvar arquivo devido a superaquece.,images/default_access.png,191,165,Alta,Em andamento,N2,0,0.617,4,3,-25.061036,-48.48084,,,,,,,,,,0,,,0,0,0,,Acesso
4481,2025-02-22T21:37:00,3496,TI,Santos,BA,Notebook,Linux,Edge,WiFi,24,24,6,Erro no sistema de RH: fica lento ao exportar dados.,Erro no sistema de RH: fica lento ao exportar dados.,images/default_hr.png,612,408,Média,Fechado,Infra,1,-0.615,6,2,-30.21863,-49.662015,,,,,,,,,,0,,,0,0,0,,RH
4482,2025-02-22T21:54:00,3336,RH,Curitiba,RS,Mobile,Linux,Edge,4G,40,8,26,"Rede instável, fica lento ao acessar intranet.","Rede instável, fica lento ao acessar intranet.",images/network.png,500,342,Média,Em andamento,N2,1,0.878,3,0,-25.14043,-52.902629,,,,,,,,,,0,,,0,0,0,,Rede
4483,2025-02-22T22:11:00,4366,RH,Curitiba,BA,Mobile,Windows,Edge,5G,12,8,24,Falha no sistema financeiro: fica lento ao salvar arquivo.,Falha no sistema financeiro: fica lento ao salvar arquivo.,images/finance_report.png,738,414,Baixa,Fechado,Aplicações,0,0.274,6,2,-26.609312,-50.319733,,,,,,,,,,0,,,0,0,0,,Financeiro
4484,2025-02-22T22:28:00,6835,Financeiro,Santos,SP,Desktop,Android,Edge,Cabo,3,24,28,O sistema Sistema de Notas Fiscais exibe congela ao executar...,O sistema Sistema de Notas Fiscais exibe congela ao executar consulta.,images/finance_report.png,738,414,Alta,Aberto,N2,0,-0.891,7,3,-28.994727,-48.352824,,,,,,,,,,0,,,0,0,0,,Software
4485,2025-02-22T22:45:00,7045,TI,Santos,MG,Mobile,iOS,Firefox,Cabo,0,8,52,Problema de conectividade: desliga durante importar dados.,Problema de conectividade: desliga durante importar dados.,images/default_network.png,500,333,Alta,Fechado,Infra,0,0.671,5,0,-23.702684,-51.328664,,,,,,,,,,0,,,0,0,0,,Rede
4486,2025-02-22T23:02:00,1352,Operações,Belo Horizonte,SP,Desktop,Windows,Firefox,Cabo,25,12,1,Falha no sistema de ponto ao tentar enviar email.,Falha no sistema de ponto ao tentar enviar email.,images/email.png,500,333,Média,Em andamento,Aplicações,0,0.028,6,1,-28.978071,-46.699414,,,,,,,,,,0,,,0,0,0,,RH
4487,2025-02-22T23:19:00,9834,TI,Santos,MG,Notebook,Windows,Safari,5G,6,8,7,O sistema de recrutamento não está fica lento para imprimir.,O sistema de recrutamento não está fica lento para imprimir.,images/recruitment.png,500,333,Baixa,Aberto,N1,0,0.372,3,3,-29.157452,-45.953249,,,,,,,,,,0,,,0,0,0,,RH
4488,2025-02-22T23:36:00,8584,Operações,Curitiba,RS,Desktop,Windows,Edge,Cabo,21,48,37,Problema de hardware: o HD reinicia sozinho inesperadamente.,Problema de hardware: o HD reinicia sozinho inesperadamente.,images/hard_drive.png,500,334,Baixa,Aberto,Aplicações,1,-0.128,6,3,-31.791681,-50.239749,,,,,,,,,,0,,,0,0,0,,Hardware
4489,2025-02-22T23:53:00,4900,Financeiro,Belo Horizonte,RS,Mobile,Linux,Edge,4G,18,48,46,Falha de rede: mensagem de erro ao tentar gerar relatório.,Falha de rede: mensagem de erro ao tentar gerar relatório.,images/network.png,500,342,Baixa,Fechado,N2,0,-0.14,3,3,-32.329817,-44.388908,,,,,,,,,,0,,,0,0,0,,Rede
4490,2025-02-23T00:10:00,3917,RH,Belo Horizonte,BA,Notebook,iOS,Firefox,5G,15,24,41,Problema de conectividade: reinicia sozinho durante enviar e...,Problema de conectividade: reinicia sozinho durante enviar email.,images/email.png,500,333,Baixa,Aberto,Infra,1,-0.231,3,3,-28.416309,-46.217689,,,,,,,,,,0,,,0,0,0,,Rede
4491,2025-02-23T00:27:00,2361,RH,Campinas,PR,Mobile,iOS,Edge,4G,3,8,42,O sistema Sistema de Notas Fiscais exibe apresenta erro ao i...,O sistema Sistema de Notas Fiscais exibe apresenta erro ao importar dados.,images/default_software.png,612,344,Crítica,Em andamento,N2,0,-0.721,6,1,-33.614584,-51.140161,,,,,,,,,,0,,,0,0,0,,Software
4492,2025-02-23T00:44:00,1538,TI,Campinas,SP,Notebook,Android,Chrome,WiFi,7,24,21,O portal do funcionário apresenta perda de dados durante env...,O portal do funcionário apresenta perda de dados durante enviar email.,images/email.png,500,333,Média,Fechado,Aplicações,1,0.304,6,2,-32.966451,-48.363817,,,,,,,,,,0,,,0,0,0,,RH
4493,2025-02-23T01:01:00,9987,TI,Curitiba,MG,Mobile,Windows,Safari,4G,34,4,50,Falha no Navegador: superaquece ao tentar enviar email.,Falha no Navegador: superaquece ao tentar enviar email.,images/email.png,500,333,Alta,Em andamento,Infra,1,0.192,5,1,-26.448717,-50.71877,,,,,,,,,,0,,,0,0,0,,Software
4494,2025-02-23T01:18:00,2516,Financeiro,Curitiba,RJ,Mobile,iOS,Safari,Cabo,0,48,7,O usuário não consegue salvar arquivo devido a reinicia sozi...,O usuário não consegue salvar arquivo devido a reinicia sozinho.,images/default_access.png,191,165,Baixa,Fechado,N2,1,0.955,5,1,-23.055645,-52.322725,,,,,,,,,,0,,,0,0,0,,Acesso
4495,2025-02-23T01:35:00,2413,Operações,Belo Horizonte,SP,Notebook,Android,Chrome,Cabo,11,4,51,Problema de login: não funciona ao gerar relatório.,Problema de login: não funciona ao gerar relatório.,images/login.png,500,333,Crítica,Fechado,Aplicações,0,0.665,5,1,-27.06771,-47.015541,,,,,,,,,,0,,,0,0,0,,Acesso
4496,2025-02-23T01:52:00,9986,TI,Santos,BA,Desktop,Windows,Edge,Cabo,23,24,38,O usuário relatou que o monitor congela durante o acesso à r...,O usuário relatou que o monitor congela durante o acesso à rede.,images/monitor.png,500,394,Média,Aberto,N1,1,-0.608,5,2,-26.987035,-52.259333,,,,,,,,,,0,,,0,0,0,,Hardware
4497,2025-02-23T02:09:00,9628,RH,Santos,RS,Desktop,iOS,Firefox,4G,26,8,27,Erro no SAP durante abrir documento.,Erro no SAP durante abrir documento.,images/sap_erp.png,612,344,Crítica,Aberto,N1,0,-0.637,6,0,-31.610648,-46.260363,,,,,,,,,,0,,,0,0,0,,Financeiro
4498,2025-02-23T02:26:00,6640,TI,São Paulo,BA,Desktop,Windows,Chrome,WiFi,0,12,27,O acesso à internet falha com falha.,O acesso à internet falha com falha.,images/default_network.png,500,333,Média,Fechado,Aplicações,0,0.535,5,1,-25.97623,-51.328129,,,,,,,,,,0,,,0,0,0,,Rede
4499,2025-02-23T02:43:00,9674,Operações,Curitiba,MG,Notebook,Windows,Firefox,Cabo,1,24,7,Erro de conexão no Navegador durante a enviar email.,Erro de conexão no Navegador durante a enviar email.,images/email.png,500,333,Média,Aberto,Aplicações,0,-0.044,3,3,-29.474368,-48.004019,,,,,,,,,,0,,,0,0,0,,Software
4500,2025-02-23T03:00:00,9111,Financeiro,Curitiba,PR,Desktop,iOS,Safari,Cabo,28,8,25,O módulo financeiro falha ao gerar relatório.,O módulo financeiro falha ao gerar relatório.,images/finance_report.png,738,414,Crítica,Em andamento,N2,1,-0.939,4,0,-29.866525,-46.069273,,,,,,,,,,0,,,0,0,0,,Financeiro
4501,2025-02-23T03:17:00,7811,RH,São Paulo,MG,Notebook,Android,Firefox,4G,4,8,42,O teclado não responde e exibe tela preta.,O teclado não responde e exibe tela preta.,images/keyboard.png,500,375,Alta,Em andamento,Aplicações,1,-0.026,6,3,-28.262853,-51.784384,,,,,,,,,,0,,,0,0,0,,Hardware
4502,2025-02-23T03:34:00,7359,RH,Campinas,RJ,Notebook,Android,Safari,Cabo,8,24,70,Falha de rede: sem resposta ao tentar abrir documento.,Falha de rede: sem resposta ao tentar abrir documento.,images/network.png,500,342,Alta,Aberto,Aplicações,0,-0.298,4,0,-28.079965,-51.911318,,,,,,,,,,0,,,0,0,0,,Rede
4503,2025-02-23T03:51:00,4262,Financeiro,Campinas,RS,Notebook,iOS,Edge,Cabo,6,8,15,O sistema CRM exibe emite beep ao abrir documento.,O sistema CRM exibe emite beep ao abrir documento.,images/browser.png,500,333,Alta,Fechado,N2,0,0.482,6,3,-30.91674,-51.645234,,,,,,,,,,0,,,0,0,0,,Software
4504,2025-02-23T04:08:00,9829,RH,Belo Horizonte,PR,Mobile,iOS,Firefox,WiFi,39,48,48,Problema de hardware: o HD congela inesperadamente.,Problema de hardware: o HD congela inesperadamente.,images/hard_drive.png,500,334,Baixa,Fechado,N1,0,0.748,7,1,-23.033031,-50.643253,,,,,,,,,,0,,,0,0,0,,Hardware
4505,2025-02-23T04:25:00,8865,RH,Belo Horizonte,PR,Mobile,Linux,Safari,WiFi,25,12,63,O acesso à internet falha com apresenta erro.,O acesso à internet falha com apresenta erro.,images/default_network.png,500,333,Alta,Em andamento,N2,0,-0.51,7,2,-33.406278,-47.466557,,,,,,,,,,0,,,0,0,0,,Rede
4506,2025-02-23T04:42:00,2023,Operações,Campinas,RS,Desktop,Windows,Edge,5G,29,8,28,O usuário não consegue imprimir devido a reinicia sozinho.,O usuário não consegue imprimir devido a reinicia sozinho.,images/default_hr.png,612,408,Média,Em andamento,N1,0,0.645,3,3,-32.09981,-49.515079,,,,,,,,,,0,,,0,0,0,,RH
4507,2025-02-23T04:59:00,6253,RH,Belo Horizonte,SP,Mobile,Android,Safari,Cabo,36,8,65,Erro no SAP durante imprimir.,Erro no SAP durante imprimir.,images/sap_erp.png,612,344,Baixa,Aberto,Aplicações,0,-0.486,5,3,-27.499898,-51.977926,,,,,,,,,,0,,,0,0,0,,Financeiro
4508,2025-02-23T05:16:00,9825,Operações,Belo Horizonte,RJ,Desktop,Windows,Firefox,4G,39,4,51,O usuário relata tela piscando ao tentar acessar sistema de ...,O usuário relata tela piscando ao tentar acessar sistema de ponto.,images/payroll.png,612,408,Alta,Em andamento,Infra,1,-0.969,7,2,-25.489776,-44.200552,,,,,,,,,,0,,,0,0,0,,Acesso
4509,2025-02-23T05:33:00,3725,Financeiro,Curitiba,RS,Desktop,Android,Chrome,WiFi,26,48,29,O sistema de RH não está superaquece para fazer login.,O sistema de RH não está superaquece para fazer login.,images/login.png,500,333,Média,Fechado,Aplicações,0,-0.356,5,0,-23.421729,-48.548756,,,,,,,,,,0,,,0,0,0,,RH
4510,2025-02-23T05:50:00,2150,RH,Campinas,BA,Notebook,iOS,Firefox,5G,27,12,62,Problema de login: fica lento ao enviar email.,Problema de login: fica lento ao enviar email.,images/email.png,500,333,Crítica,Em andamento,Aplicações,1,0.595,5,2,-25.082411,-48.02595,,,,,,,,,,0,,,0,0,0,,Acesso
4511,2025-02-23T06:07:00,5537,TI,Campinas,BA,Mobile,Windows,Chrome,WiFi,37,8,25,Falha no sistema financeiro: emite beep ao executar consulta...,Falha no sistema financeiro: emite beep ao executar consulta.,images/finance_report.png,738,414,Média,Aberto,Aplicações,1,0.145,6,0,-24.344699,-43.316286,,,,,,,,,,0,,,0,0,0,,Financeiro
4512,2025-02-23T06:24:00,3775,RH,Santos,RJ,Mobile,Windows,Firefox,5G,22,8,34,Falha de rede: ruído ao tentar importar dados.,Falha de rede: ruído ao tentar importar dados.,images/network.png,500,342,Crítica,Aberto,Infra,1,0.932,6,2,-26.094484,-43.380612,,,,,,,,,,0,,,0,0,0,,Rede
4513,2025-02-23T06:41:00,9830,RH,São Paulo,MG,Mobile,Android,Firefox,4G,35,4,40,O usuário não consegue executar consulta devido a superaquec...,O usuário não consegue executar consulta devido a superaquece.,images/finance_report.png,738,414,Alta,Em andamento,N2,1,0.593,5,3,-29.925731,-43.699787,,,,,,,,,,0,,,0,0,0,,RH
4514,2025-02-23T06:58:00,7755,Operações,Campinas,PR,Notebook,Windows,Firefox,WiFi,0,8,7,O memória apresenta desliga e cheiro de queimado.,O memória apresenta desliga e cheiro de queimado.,images/default_hardware.png,612,407,Crítica,Aberto,N2,0,-0.889,7,3,-27.112965,-52.788715,,,,,,,,,,0,,,0,0,0,,Hardware
4515,2025-02-23T07:15:00,7536,Financeiro,Santos,MG,Notebook,Windows,Chrome,Cabo,21,4,58,O usuário não consegue abrir documento devido a fica lento.,O usuário não consegue abrir documento devido a fica lento.,images/default_access.png,191,165,Baixa,Aberto,Aplicações,1,-0.94,6,1,-23.146646,-51.684345,,,,,,,,,,0,,,0,0,0,,Acesso
4516,2025-02-23T07:32:00,2985,RH,Belo Horizonte,MG,Desktop,Linux,Edge,Cabo,36,8,22,O sistema de ponto não está reinicia sozinho para abrir docu...,O sistema de ponto não está reinicia sozinho para abrir documento.,images/payroll.png,612,408,Baixa,Aberto,N2,1,-0.876,3,0,-28.871463,-46.317689,,,,,,,,,,0,,,0,0,0,,RH
4517,2025-02-23T07:49:00,9494,RH,Belo Horizonte,BA,Mobile,Android,Edge,Cabo,30,4,23,Falha no SAP: superaquece ao tentar imprimir.,Falha no SAP: superaquece ao tentar imprimir.,images/sap_erp.png,612,344,Baixa,Em andamento,Infra,1,-0.494,6,3,-31.652916,-46.97884,,,,,,,,,,0,,,0,0,0,,Software
4518,2025-02-23T08:06:00,4708,TI,Curitiba,RS,Desktop,Windows,Safari,5G,33,12,22,O acesso à aplicação web falha com emite beep.,O acesso à aplicação web falha com emite beep.,images/default_network.png,500,333,Média,Aberto,N2,0,-0.217,7,0,-24.799129,-50.139306,,,,,,,,,,0,,,0,0,0,,Rede
4519,2025-02-23T08:23:00,8498,TI,Campinas,RJ,Mobile,iOS,Edge,4G,2,8,16,O módulo financeiro superaquece ao exportar dados.,O módulo financeiro superaquece ao exportar dados.,images/finance_report.png,738,414,Média,Aberto,N1,0,-0.263,6,3,-30.559432,-48.438514,,,,,,,,,,0,,,0,0,0,,Financeiro
